"id";"store";"business";"location";"x";"y";"url"
8259571;"용수교회";"교회";"제주특별자치도 제주시 한경면 용수길 71";126.168402284699;33.3249888470929;"http://place.map.kakao.com/8259571"
8535240;"장로교회";"교회";"제주특별자치도 제주시 한경면 용수길 71";126.168591906742;33.3249252017584;"http://place.map.kakao.com/8535240"
23966183;"용수예루살렘교회";"교회";"제주특별자치도 제주시 한경면 용수길 40-19";126.17117431687551;33.323727112591186;"http://place.map.kakao.com/23966183"
27457097;"고산교회";"교회";"제주특별자치도 제주시 한경면 고산로 12-1";126.180661299372;33.3021770187286;"http://place.map.kakao.com/27457097"
14723339;"순례자의교회";"교회";"";126.18053076359;33.319804144034;"http://place.map.kakao.com/14723339"
9779256;"한경교회";"교회";"제주특별자치도 제주시 한경면 두신로 92-6";126.184019165016;33.3506363040309;"http://place.map.kakao.com/9779256"
1952690488;"신도교회";"교회";"제주특별자치도 서귀포시 대정읍 도원남로 171-6";126.191949367867;33.2782575820342;"http://place.map.kakao.com/1952690488"
23972062;"무릉교회";"교회";"제주특별자치도 서귀포시 대정읍 서삼중로 113-5";126.200535873943;33.2712625737421;"http://place.map.kakao.com/23972062"
8904657;"판포교회";"교회";"제주특별자치도 제주시 한경면 판포4길 21";126.201547031635;33.3633544809125;"http://place.map.kakao.com/8904657"
7830445;"대정영락교회";"교회";"제주특별자치도 서귀포시 대정읍 영락하동로25번길 14";126.210352756836;33.2552370847893;"http://place.map.kakao.com/7830445"
23971635;"영락그리스도의교회";"교회";"제주특별자치도 서귀포시 대정읍 영락중동로16번길 3";126.21150496359;33.2583783767963;"http://place.map.kakao.com/23971635"
1656324447;"행복한교회";"교회";"제주특별자치도 제주시 한경면 고조로 389-7";126.213939963081;33.3248201299591;"http://place.map.kakao.com/1656324447"
1344264935;"제주황금종교회";"교회";"제주특별자치도 제주시 한경면 금등대안3길 18";126.211475195277;33.3437758590053;"http://place.map.kakao.com/1344264935"
23966181;"월령교회";"교회";"제주특별자치도 제주시 한림읍 월령3길 10-4";126.217498817814;33.3769618635001;"http://place.map.kakao.com/23966181"
1687874264;"라온교회";"교회";"제주특별자치도 제주시 한림읍 월령3길 29";126.216257084667;33.3781026532186;"http://place.map.kakao.com/1687874264"
1614719336;"경배와 찬양교회";"교회";"제주특별자치도 제주시 한림읍 월령3길 29";126.21619438812;33.3781437303966;"http://place.map.kakao.com/1614719336"
11215583;"서림교회";"교회";"제주특별자치도 서귀포시 대정읍 서림중앙로 45";126.225454877571;33.2463376312269;"http://place.map.kakao.com/11215583"
11912720;"평지교회";"교회";"제주특별자치도 서귀포시 대정읍 무영로228번길 8-8";126.22242755281968;33.28053466909021;"http://place.map.kakao.com/11912720"
24040371;"삼성교회";"교회";"제주특별자치도 제주시 한경면 낙수로 128";126.227170121036;33.325433283386;"http://place.map.kakao.com/24040371"
23966573;"가나안교회";"교회";"제주특별자치도 제주시 한경면 낙수로 64";126.22487247719;33.3306951101266;"http://place.map.kakao.com/23966573"
8711646;"금능교회";"교회";"제주특별자치도 제주시 한림읍 한림로 177";126.226679386038;33.3862877342529;"http://place.map.kakao.com/8711646"
23966965;"경산교회";"교회";"제주특별자치도 제주시 한경면 불그못로 193";126.230127797467;33.2973397828171;"http://place.map.kakao.com/23966965"
9454991;"조수교회";"교회";"제주특별자치도 제주시 한경면 조수3길 7";126.23072261912;33.3367000462972;"http://place.map.kakao.com/9454991"
483254494;"비양도교회";"교회";"제주특별자치도 제주시 한림읍 비양도길 279";126.2308404821435;33.40632341953766;"http://place.map.kakao.com/483254494"
10330914;"모슬포교회";"교회";"제주특별자치도 서귀포시 대정읍 하모이삼로15번길 25";126.248643578821;33.2243940045584;"http://place.map.kakao.com/10330914"
2108063728;"모슬포교회";"교회";"제주특별자치도 서귀포시 대정읍 신영로 65-12";126.249906520911;33.2212135198087;"http://place.map.kakao.com/2108063728"
23972770;"청수교회";"교회";"제주특별자치도 제주시 한경면 대한로 1067";126.248019430486;33.3207827706834;"http://place.map.kakao.com/23972770"
8903244;"협재교회";"교회";"제주특별자치도 제주시 한림읍 협재8길 8";126.243028054347;33.3947228158352;"http://place.map.kakao.com/8903244"
