샤론앤이든, 카페, 제주특별자치도 제주시 서해안로 210, 4, 3.0
그레이베이스, 카페, 제주특별자치도 제주시 서해안로 238, 98, 4.6
할리스 제주도두해안DT점, 카페, 제주특별자치도 제주시 서해안로 254, 13, 3.8
한스커피, 카페, 제주특별자치도 제주시 서해안로 228, 0, 0.0
노을코지 용담해안로점, 카페, 제주특별자치도 제주시 서해안로 386, 0, 4.4
제주쉐어하우스, 카페, 제주특별자치도 제주시 서해안로 348-1, 4, 5.0
리치망고 도두해안로점, 카페, 제주특별자치도 제주시 서해안로 191, None, None
희스토리, 카페, 제주특별자치도 제주시 서해안로 182, None, None
7080 나도가수다 라이브카페, 카페, 제주특별자치도 제주시 서해안로 216, None, None
191카페, 카페, 제주특별자치도 제주시 서해안로 191, None, None
카페나모나모, 카페, 제주특별자치도 제주시 도두봉6길 4, None, None
빽다방베이커리 제주사수점, 카페, 제주특별자치도 제주시 서해안로 291-5, None, None
메가MGC커피 제주무지개해안점, 카페, 제주특별자치도 제주시 서해안로 242, None, None
빅토리아무인카페, 카페, 제주특별자치도 제주시 서해안로 268, None, None
해윰카페, 카페, 제주특별자치도 제주시 서해안로 258, None, None
아모렉스7080, 카페, 제주특별자치도 제주시 서해안로 216, None, None
도두264, 카페, 제주특별자치도 제주시 서해안로 264, None, None
스타벅스 제주용담DT점, 카페, 제주특별자치도 제주시 서해안로 380, None, None
카페도두, 카페, 제주특별자치도 제주시 서해안로 342, None, None
카페팔레트, 카페, 제주특별자치도 제주시 서해안로 368-10, None, None
카페 부르네, 카페, 제주특별자치도 제주시 서해안로 376, None, None
오로지커피, 카페, 제주특별자치도 제주시 서해안로 354, None, None
더포힐스호텔, 여관, 제주특별자치도 제주시 서해안로 258, 6, 3.3
화이트하우스, 여관, 제주특별자치도 제주시 서해안로 380, 15, 2.6
호텔알리앙스, 여관, 제주특별자치도 제주시 서해안로 380, 0, 0.0
좋은렌트카, 렌트카, 제주특별자치도 제주시 도두일동 1557-1, 0, 0.0
에이스렌트카, 렌트카, 제주특별자치도 제주시 다호북길 150, 31, 2.0
도두교회, 교회, 제주특별자치도 제주시 도두1길 2-1, 0, 0.0
아모렉스, 콘도, 제주특별자치도 제주시 서해안로 216, 1, 2.6
뷰타워리조트, 콘도, 제주특별자치도 제주시 서해안로 346-9, 5, 2.6
